timestamp,device_id,voltage,current,power,frequency,temperature,latency,packet_loss,throughput,duplicate_packet,checksum_valid,authentication_fail,base_prediction,adaptive_prediction,prediction_match,total_retrains
2026-05-28 12:41:20.502,SGD-0036,203.7547,5.8523,962.8921,50.0876,34.495,48.55,8.81,78.49,0,1,0,2,2,1,0
2026-05-28 12:41:20.604,SGD-0012,220.1698,4.7846,883.8706,50.0893,28.694,22.63,0.34,90.48,1,1,0,1,1,1,0
2026-05-28 12:41:20.706,SGD-0003,209.2493,5.9297,1041.6393,49.5336,38.569,99.74,8.85,67.76,12,1,6,1,1,1,0
2026-05-28 12:41:20.808,SGD-0007,208.9736,4.9956,901.4458,49.9742,28.608,15.13,0.44,92.24,0,1,0,2,2,1,0
2026-05-28 12:41:20.909,SGD-0010,216.1102,3.8383,788.3904,50.0432,30.432,25.59,1.36,85.49,1,1,0,1,1,1,0
2026-05-28 12:41:21.011,SGD-0046,271.0144,16.3856,3318.2207,49.7574,47.928,306.23,12.76,55.5,6,1,0,1,1,1,0
2026-05-28 12:41:21.113,SGD-0003,210.7604,6.4813,1097.5084,49.7031,35.245,122.17,9.62,59.24,9,1,7,1,1,1,0
2026-05-28 12:41:21.214,SGD-0031,205.1547,5.5286,1077.5859,49.9962,28.43,18.71,0.83,91.5,0,1,0,2,2,1,0
2026-05-28 12:41:21.315,SGD-0027,207.2805,3.971,700.9449,50.0134,32.393,16.46,0.35,93.22,0,1,0,2,2,1,0
2026-05-28 12:41:21.418,SGD-0009,226.5591,8.1698,1657.6782,49.7948,42.968,390.17,31.76,40.06,24,1,12,1,1,1,0
2026-05-28 12:41:21.519,SGD-0040,202.5088,4.8034,792.625,49.9396,28.836,18.44,0.53,94.8,1,1,0,1,1,1,0
2026-05-28 12:41:21.621,SGD-0048,213.775,5.6783,1023.4729,50.0614,31.514,21.92,1.06,95.19,1,0,0,1,1,1,0
2026-05-28 12:41:21.723,SGD-0024,223.0951,8.1423,1791.0686,49.934,62.608,25.12,4.21,81.71,1,1,0,1,1,1,0
2026-05-28 12:41:21.824,SGD-0048,211.9897,5.8687,1072.6867,50.0846,52.889,21.57,3.53,93.07,0,1,0,2,2,1,0
2026-05-28 12:41:21.926,SGD-0028,239.8038,18.471,4187.7016,49.1141,51.48,191.94,23.48,37.8,2,1,8,1,1,1,0
2026-05-28 12:41:22.028,SGD-0008,201.9199,2.8541,586.8132,49.9842,27.405,16.85,0.43,89.68,1,1,1,1,1,1,0
2026-05-28 12:41:22.129,SGD-0022,212.8846,5.9518,1275.9921,50.0735,38.995,16.88,1.39,89.01,0,1,0,2,2,1,0
2026-05-28 12:41:22.231,SGD-0039,206.4301,3.7778,637.6658,49.9417,32.933,17.3,0.78,95.02,0,1,0,2,2,1,0
2026-05-28 12:41:22.333,SGD-0026,205.3101,3.4754,641.4468,49.9691,28.063,21.75,0.44,94.47,0,1,0,2,2,1,0
2026-05-28 12:41:22.435,SGD-0043,207.8239,4.4946,872.8263,50.0476,31.803,13.79,0.37,93.9,0,1,0,2,2,1,0
2026-05-28 12:41:22.536,SGD-0029,212.7346,3.5133,649.549,51.3649,31.206,98.05,6.16,74.41,3,0,2,1,1,1,0
2026-05-28 12:41:22.637,SGD-0024,227.0033,6.7026,1205.7011,49.8513,58.776,21.74,3.73,85.84,2,1,0,1,1,1,0
2026-05-28 12:41:22.738,SGD-0016,213.01,4.4413,850.5655,49.9692,30.804,14.65,0.42,91.81,0,1,0,2,2,1,0
2026-05-28 12:41:22.840,SGD-0019,207.8482,5.054,903.5056,50.1645,33.343,30.07,11.18,63.64,11,1,3,1,1,1,0
2026-05-28 12:41:22.942,SGD-0022,209.2657,6.1923,1224.5023,50.1105,38.199,17.7,1.16,90.06,0,1,0,2,2,1,0
2026-05-28 12:41:23.043,SGD-0022,209.2801,6.0471,1061.7208,50.1121,36.991,19.7,1.11,91.59,0,1,1,2,2,1,0
2026-05-28 12:41:23.145,SGD-0003,207.9473,5.1105,1032.5981,49.8614,33.928,85.99,6.33,69.45,1,1,0,1,1,1,0
2026-05-28 12:41:23.246,SGD-0013,210.9074,4.863,1039.7732,49.9556,24.948,15.47,0.62,95.13,1,1,1,1,1,1,0
2026-05-28 12:41:23.347,SGD-0002,208.5675,5.6846,1174.0347,50.0237,31.144,15.01,0.56,90.23,0,1,0,2,2,1,0
2026-05-28 12:41:23.448,SGD-0024,220.3292,6.192,1173.8269,49.8681,50.435,19.71,3.03,85.81,0,1,0,2,2,1,0
2026-05-28 12:41:23.550,SGD-0030,209.386,5.5595,931.6954,50.0756,31.185,17.22,0.31,96.6,0,1,0,2,2,1,0
2026-05-28 12:41:23.652,SGD-0025,215.2743,3.5146,616.9848,50.0963,29.933,18.11,0.74,95.7,0,1,0,2,2,1,0
2026-05-28 12:41:23.753,SGD-0006,258.671,12.4427,2834.4658,49.354,45.069,186.2,32.45,33.25,12,1,6,1,1,1,0
2026-05-28 12:41:23.854,SGD-0008,200.6309,3.0006,569.9283,50.0047,25.11,16.68,0.49,90.26,0,1,0,2,2,1,0
2026-05-28 12:41:23.955,SGD-0043,207.9178,3.9084,693.9382,50.0448,29.637,15.81,0.35,93.28,1,1,0,1,1,1,0
2026-05-28 12:41:24.057,SGD-0024,218.2022,5.9258,0.0,49.8964,43.96,18.85,2.08,89.67,0,1,0,2,2,1,0
2026-05-28 12:41:24.158,SGD-0002,213.4593,4.9777,947.3844,50.0408,30.828,23.38,5.18,66.36,7,1,6,1,1,1,0
2026-05-28 12:41:24.260,SGD-0013,210.3313,4.309,795.5193,50.0066,27.109,15.43,0.59,91.62,0,1,0,2,2,1,0
2026-05-28 12:41:24.362,SGD-0018,204.7415,5.1934,1027.7704,49.9065,32.284,24.59,0.73,93.26,0,1,1,2,2,1,0
2026-05-28 12:41:24.463,SGD-0039,203.3229,3.7972,634.7114,50.0176,31.847,16.02,0.62,96.65,0,1,0,2,2,1,0
2026-05-28 12:41:24.566,SGD-0019,213.8296,5.0206,0.0,49.7799,42.632,25.33,7.61,66.77,2,1,0,1,1,1,0
2026-05-28 12:41:24.667,SGD-0027,207.3655,3.5221,616.1436,49.942,32.451,16.99,0.37,90.95,4,1,0,1,1,1,0
2026-05-28 12:41:24.769,SGD-0020,185.5453,17.1215,3112.4622,51.543,38.54,91.78,7.98,65.3,8,1,1,1,1,1,0
2026-05-28 12:41:24.870,SGD-0049,213.1947,4.8939,1002.152,50.0258,30.855,17.29,0.65,91.1,2,1,0,1,1,1,0
2026-05-28 12:41:24.972,SGD-0050,218.1988,5.7545,1097.6905,49.907,38.941,62.68,5.63,65.34,8,1,6,1,1,1,0
2026-05-28 12:41:25.073,SGD-0043,207.4371,4.7092,828.4706,50.0805,30.858,17.69,0.38,91.03,0,1,0,2,2,1,0
2026-05-28 12:41:25.175,SGD-0026,203.6085,4.1164,692.3121,49.948,30.822,20.81,0.39,95.78,1,1,1,1,1,1,0
2026-05-28 12:41:25.277,SGD-0020,191.0943,12.1071,1972.1405,50.6579,41.747,139.65,13.31,43.32,17,0,8,1,1,1,0
2026-05-28 12:41:25.378,SGD-0039,201.5865,3.6699,679.5862,49.9506,33.529,14.43,0.47,95.51,0,1,0,2,2,1,0
2026-05-28 12:41:25.480,SGD-0049,210.3932,4.6864,869.6359,49.9964,28.234,21.34,0.6,89.17,0,1,0,2,2,1,0
2026-05-28 12:41:25.583,SGD-0028,290.0316,16.2373,4125.6587,49.7086,52.354,148.59,20.55,31.99,0,0,3,2,2,1,0
2026-05-28 12:41:25.685,SGD-0027,207.5822,3.5406,633.5032,49.9069,34.491,17.14,0.31,90.78,0,1,1,2,2,1,0
2026-05-28 12:41:25.786,SGD-0002,214.0155,5.1995,1054.843,50.0251,31.044,31.12,7.43,64.3,10,1,3,1,1,1,0
2026-05-28 12:41:25.887,SGD-0030,208.1337,4.6815,784.4865,50.0249,29.488,15.88,0.25,92.74,0,1,0,2,2,1,0
2026-05-28 12:41:25.988,SGD-0036,203.1271,4.9354,933.5256,50.1185,30.965,35.41,5.88,85.0,0,1,0,2,2,1,0
2026-05-28 12:41:26.089,SGD-0008,199.8771,2.9085,589.3918,50.0458,26.306,17.41,0.38,89.18,0,1,0,2,2,1,0
2026-05-28 12:41:26.190,SGD-0041,198.2152,8.3173,1572.0809,51.2052,38.052,34.5,6.42,71.29,0,1,0,2,2,1,0
2026-05-28 12:41:26.292,SGD-0025,214.7188,3.8709,724.8446,50.0764,28.388,14.17,0.57,94.57,1,1,1,1,1,1,0
2026-05-28 12:41:26.394,SGD-0001,207.0903,4.7943,998.5369,49.9015,30.696,17.62,0.49,96.4,1,1,0,1,1,1,0
2026-05-28 12:41:26.495,SGD-0029,218.1314,8.2208,1561.0714,50.2401,36.665,75.69,7.96,58.14,1,0,1,1,1,1,0
2026-05-28 12:41:26.597,SGD-0046,248.8569,14.6422,3335.8725,50.7978,39.584,221.25,12.95,61.47,2,0,4,1,1,1,0
2026-05-28 12:41:26.699,SGD-0040,200.443,4.1712,791.9382,49.9448,30.902,19.04,0.44,93.73,0,1,0,2,2,1,0
2026-05-28 12:41:26.800,SGD-0012,220.0716,5.0817,953.1276,50.1113,29.942,25.55,0.27,90.99,0,1,0,2,2,1,0
2026-05-28 12:41:26.902,SGD-0022,206.7647,5.8731,1211.6323,50.095,36.608,16.55,0.87,94.09,2,0,0,1,1,1,0
2026-05-28 12:41:27.003,SGD-0037,209.175,8.7303,1582.4159,51.0107,39.839,28.88,5.81,73.25,2,1,0,1,1,1,0
2026-05-28 12:41:27.105,SGD-0044,208.3322,12.384,2061.9019,49.746,41.244,282.52,18.5,51.43,11,0,3,1,1,1,0
2026-05-28 12:41:27.210,SGD-0040,198.4814,5.1018,837.6831,49.9555,29.177,20.63,0.43,94.93,0,1,0,2,2,1,0
2026-05-28 12:41:27.313,SGD-0024,216.4907,5.9608,1081.4095,49.9774,41.098,18.65,1.72,90.0,1,1,1,1,1,1,0
2026-05-28 12:41:27.414,SGD-0041,202.7882,6.4636,1254.6298,50.7151,33.49,27.18,4.26,80.21,0,1,0,2,2,1,0
2026-05-28 12:41:27.515,SGD-0018,204.368,5.3384,945.7566,49.9041,33.645,24.08,0.54,91.95,0,1,0,2,2,1,0
2026-05-28 12:41:27.617,SGD-0011,211.5445,5.2772,954.4339,49.9635,32.872,26.25,2.16,85.0,1,1,0,1,1,1,0
2026-05-28 12:41:27.719,SGD-0020,197.7038,10.0917,1720.6511,50.3836,39.285,95.98,8.73,58.21,0,1,0,2,2,1,0
2026-05-28 12:41:27.821,SGD-0034,213.2172,4.891,1059.7862,49.9646,27.75,28.12,3.07,80.17,1,1,1,1,1,1,0
2026-05-28 12:41:27.922,SGD-0018,202.8613,5.7889,1161.2502,49.936,33.947,23.02,0.48,91.55,1,1,0,1,1,1,0
2026-05-28 12:41:28.024,SGD-0013,210.0584,4.761,783.0036,50.0109,25.725,15.95,0.54,92.96,1,1,1,1,1,1,0
2026-05-28 12:41:28.125,SGD-0040,199.6792,5.1487,998.4179,50.041,30.269,18.09,0.42,95.91,0,1,0,2,2,1,0
2026-05-28 12:41:28.226,SGD-0048,212.1617,6.9389,1213.1086,50.0101,59.567,32.08,2.61,91.72,1,1,0,1,1,1,0
2026-05-28 12:41:28.328,SGD-0013,208.6024,4.3682,692.5986,49.9901,25.052,14.74,0.44,93.64,2,1,0,1,1,1,0
2026-05-28 12:41:28.429,SGD-0022,210.0831,6.2194,1014.5673,50.0595,34.429,52.45,11.27,71.56,8,1,6,1,1,1,0
2026-05-28 12:41:28.531,SGD-0030,207.3324,4.7012,833.2445,50.0662,29.707,20.33,0.37,90.65,1,1,1,1,1,1,0
2026-05-28 12:41:28.632,SGD-0036,201.8077,5.0915,840.1635,50.1142,28.64,30.71,3.99,87.07,2,1,0,1,1,1,0
2026-05-28 12:41:28.733,SGD-0040,199.5178,5.5932,1033.0884,49.9634,32.676,19.86,0.39,95.99,0,1,1,2,2,1,0
2026-05-28 12:41:28.835,SGD-0029,263.1772,19.6311,4638.6204,49.0183,34.766,136.11,14.09,46.6,5,1,7,1,1,1,0
2026-05-28 12:41:28.937,SGD-0031,204.742,5.0931,916.1482,49.9329,26.514,15.59,0.6,94.19,1,1,0,1,1,1,0
2026-05-28 12:41:29.038,SGD-0034,210.2457,4.5164,813.0416,49.9124,26.501,23.89,2.08,83.8,0,1,0,2,2,1,0
2026-05-28 12:41:29.142,SGD-0014,211.0166,6.3698,1288.5033,49.7891,32.286,16.17,5.36,92.63,0,1,0,2,2,1,0
2026-05-28 12:41:29.243,SGD-0047,217.6893,4.877,1009.7416,49.9929,27.513,59.07,9.98,72.75,6,1,1,1,1,1,0
2026-05-28 12:41:29.344,SGD-0028,259.2713,12.4921,2795.5428,49.8055,46.687,102.73,13.95,53.47,0,1,0,2,2,1,0
2026-05-28 12:41:29.445,SGD-0026,201.744,3.7632,630.8899,49.932,33.281,17.87,0.36,94.87,1,1,0,1,1,1,0
2026-05-28 12:41:29.547,SGD-0014,212.738,5.6255,1070.9572,49.8629,33.359,15.06,3.69,94.38,0,1,0,2,2,1,0
2026-05-28 12:41:29.648,SGD-0013,206.7254,4.5604,940.8179,50.0428,24.085,15.46,0.37,94.52,0,1,0,2,2,1,0
2026-05-28 12:41:29.749,SGD-0026,202.2559,3.5345,740.0588,50.001,30.627,17.06,0.39,94.29,1,1,0,1,1,1,0
2026-05-28 12:41:29.852,SGD-0010,216.7016,3.2148,634.7101,49.4503,40.383,147.74,12.39,56.09,15,0,5,1,1,1,0
2026-05-28 12:41:29.953,SGD-0002,264.3543,18.7583,4422.4704,48.151,46.06,39.81,14.34,54.43,6,0,2,1,1,1,0
2026-05-28 12:41:30.055,SGD-0025,213.4765,4.073,694.8045,50.0797,27.971,14.74,0.47,92.52,1,1,0,1,1,1,0
2026-05-28 12:41:30.156,SGD-0032,221.0214,5.3619,938.551,50.0134,42.591,60.54,1.68,83.98,0,1,0,2,2,1,0
2026-05-28 12:41:30.258,SGD-0021,211.5189,4.9388,880.4965,49.9557,28.689,16.23,0.43,91.73,0,1,0,2,2,1,0
2026-05-28 12:41:30.360,SGD-0005,217.9895,15.9349,3329.8888,51.8475,32.637,79.08,14.81,43.18,10,0,7,1,1,1,0
2026-05-28 12:41:30.462,SGD-0044,274.3203,17.6377,3729.8461,48.3526,49.43,319.99,26.89,37.77,5,0,1,1,1,1,0
2026-05-28 12:41:30.563,SGD-0027,205.5257,3.3582,612.028,49.9485,31.832,17.7,0.35,92.68,1,1,0,1,1,1,0
2026-05-28 12:41:30.665,SGD-0005,222.3453,16.7364,3661.8263,52.1285,41.546,73.48,21.97,42.05,2,0,0,1,1,1,0
2026-05-28 12:41:30.766,SGD-0046,232.0578,10.3623,1858.3587,49.892,45.11,221.4,16.62,46.58,10,0,14,1,1,1,0
2026-05-28 12:41:30.869,SGD-0047,218.5275,5.0395,963.7558,49.9704,27.67,50.13,16.13,57.99,10,1,7,1,1,1,0
2026-05-28 12:41:30.970,SGD-0029,244.726,16.4356,3630.2087,48.7246,43.161,165.7,13.74,32.72,17,0,14,1,1,1,0
2026-05-28 12:41:31.072,SGD-0003,207.4399,5.6679,1127.7936,49.8798,30.851,61.34,4.17,75.72,1,1,1,1,1,1,0
2026-05-28 12:41:31.173,SGD-0024,215.7372,5.4334,957.634,50.025,40.262,22.72,1.18,92.34,0,1,0,2,2,1,0
2026-05-28 12:41:31.275,SGD-0004,209.7361,5.6895,1145.6864,50.0891,59.535,23.84,3.8,77.96,1,1,0,1,1,1,0
